v4_0,financial-and-calendar-years,Time,uk-only,Geography,quintile,Quintile,averages-and-percentiles,AveragesAndPercentiles,income-type,Income,value-deflation,Deflation
1024,1986,1986,K02000001,United Kingdom,1st,1st,median,Median,original,Original,deflated-value,Deflated value
16627,1986,1986,K02000001,United Kingdom,3rd,3rd,median,Median,final,Final,deflated-value,Deflated value
33259,1986,1986,K02000001,United Kingdom,5th,5th,mean,Mean,final,Final,deflated-value,Deflated value
16780,1986,1986,K02000001,United Kingdom,all,All,median,Median,disposable,Disposable,deflated-value,Deflated value
28917,1986,1986,K02000001,United Kingdom,5th,5th,median,Median,final,Final,deflated-value,Deflated value
18792,1986,1986,K02000001,United Kingdom,all,All,mean,Mean,final,Final,deflated-value,Deflated value
429,1986,1986,K02000001,United Kingdom,1st,1st,median,Median,original,Original,undeflated-value,Undeflated value
4154,1986,1986,K02000001,United Kingdom,2nd,2nd,mean,Mean,original,Original,undeflated-value,Undeflated value
7034,1986,1986,K02000001,United Kingdom,3rd,3rd,median,Median,disposable,Disposable,undeflated-value,Undeflated value
8473,1986,1986,K02000001,United Kingdom,4th,4th,median,Median,final,Final,undeflated-value,Undeflated value
7045,1986,1986,K02000001,United Kingdom,3rd,3rd,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
17752,1986,1986,K02000001,United Kingdom,5th,5th,median,Median,gross,Gross,undeflated-value,Undeflated value
20977,1986,1986,K02000001,United Kingdom,all,All,median,Median,gross,Gross,deflated-value,Deflated value
4024,1986,1986,K02000001,United Kingdom,2nd,2nd,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
6378,1986,1986,K02000001,United Kingdom,all,All,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
7034,1986,1986,K02000001,United Kingdom,all,All,median,Median,disposable,Disposable,undeflated-value,Undeflated value
31095,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,median,Median,gross,Gross,deflated-value,Deflated value
43465,2001-02,2001-02,K02000001,United Kingdom,4th,4th,mean,Mean,gross,Gross,deflated-value,Deflated value
14585,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,mean,Mean,final,Final,undeflated-value,Undeflated value
17858,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,median,Median,disposable,Disposable,undeflated-value,Undeflated value
17664,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
25678,2001-02,2001-02,K02000001,United Kingdom,all,All,median,Median,final,Final,deflated-value,Deflated value
18202,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,mean,Mean,disposable,Disposable,deflated-value,Deflated value
89384,2001-02,2001-02,K02000001,United Kingdom,5th,5th,mean,Mean,original,Original,deflated-value,Deflated value
34754,2001-02,2001-02,K02000001,United Kingdom,5th,5th,median,Median,final,Final,undeflated-value,Undeflated value
21278,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,mean,Mean,gross,Gross,deflated-value,Deflated value
27620,2001-02,2001-02,K02000001,United Kingdom,4th,4th,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
40625,2001-02,2001-02,K02000001,United Kingdom,4th,4th,mean,Mean,original,Original,deflated-value,Deflated value
18142,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,median,Median,disposable,Disposable,deflated-value,Deflated value
68897,2001-02,2001-02,K02000001,United Kingdom,5th,5th,median,Median,original,Original,deflated-value,Deflated value
5721,2001-02,2001-02,K02000001,United Kingdom,1st,1st,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
19656,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
25283,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,median,Median,disposable,Disposable,deflated-value,Deflated value
25145,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,median,Median,final,Final,deflated-value,Deflated value
21963,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,median,Median,gross,Gross,undeflated-value,Undeflated value
14074,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
20506,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,median,Median,final,Final,deflated-value,Deflated value
27874,2001-02,2001-02,K02000001,United Kingdom,4th,4th,median,Median,post-tax,Post-tax,deflated-value,Deflated value
25145,2001-02,2001-02,K02000001,United Kingdom,all,All,median,Median,disposable,Disposable,deflated-value,Deflated value
21845,2001-02,2001-02,K02000001,United Kingdom,all,All,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
21780,2001-02,2001-02,K02000001,United Kingdom,all,All,mean,Mean,final,Final,undeflated-value,Undeflated value
44671,2001-02,2001-02,K02000001,United Kingdom,5th,5th,median,Median,post-tax,Post-tax,deflated-value,Deflated value
30836,2001-02,2001-02,K02000001,United Kingdom,all,All,mean,Mean,final,Final,deflated-value,Deflated value
30928,2001-02,2001-02,K02000001,United Kingdom,all,All,mean,Mean,disposable,Disposable,deflated-value,Deflated value
5141,2001-02,2001-02,K02000001,United Kingdom,1st,1st,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
8918,2001-02,2001-02,K02000001,United Kingdom,1st,1st,mean,Mean,gross,Gross,undeflated-value,Undeflated value
8206,2001-02,2001-02,K02000001,United Kingdom,1st,1st,median,Median,disposable,Disposable,undeflated-value,Undeflated value
31552,2001-02,2001-02,K02000001,United Kingdom,5th,5th,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
15431,2001-02,2001-02,K02000001,United Kingdom,1st,1st,median,Median,final,Final,deflated-value,Deflated value
12767,2001-02,2001-02,K02000001,United Kingdom,1st,1st,median,Median,gross,Gross,deflated-value,Deflated value
13884,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
30700,2001-02,2001-02,K02000001,United Kingdom,4th,4th,mean,Mean,gross,Gross,undeflated-value,Undeflated value
9018,2001-02,2001-02,K02000001,United Kingdom,1st,1st,median,Median,gross,Gross,undeflated-value,Undeflated value
23029,2001-02,2001-02,K02000001,United Kingdom,4th,4th,median,Median,final,Final,undeflated-value,Undeflated value
28090,2001-02,2001-02,K02000001,United Kingdom,all,All,mean,Mean,gross,Gross,undeflated-value,Undeflated value
19520,2001-02,2001-02,K02000001,United Kingdom,all,All,median,Median,original,Original,undeflated-value,Undeflated value
14170,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,mean,Mean,original,Original,deflated-value,Deflated value
14779,2001-02,2001-02,K02000001,United Kingdom,1st,1st,mean,Mean,final,Final,deflated-value,Deflated value
25152,2001-02,2001-02,K02000001,United Kingdom,all,All,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
39769,2001-02,2001-02,K02000001,United Kingdom,all,All,mean,Mean,gross,Gross,deflated-value,Deflated value
30900,2001-02,2001-02,K02000001,United Kingdom,all,All,median,Median,gross,Gross,deflated-value,Deflated value
21825,2001-02,2001-02,K02000001,United Kingdom,all,All,median,Median,gross,Gross,undeflated-value,Undeflated value
9881,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
40414,2001-02,2001-02,K02000001,United Kingdom,5th,5th,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
49145,2001-02,2001-02,K02000001,United Kingdom,5th,5th,median,Median,gross,Gross,undeflated-value,Undeflated value
48663,2001-02,2001-02,K02000001,United Kingdom,5th,5th,median,Median,original,Original,undeflated-value,Undeflated value
37649,2001-02,2001-02,K02000001,United Kingdom,5th,5th,median,Median,disposable,Disposable,undeflated-value,Undeflated value
19926,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,median,Median,post-tax,Post-tax,deflated-value,Deflated value
66194,2001-02,2001-02,K02000001,United Kingdom,5th,5th,mean,Mean,disposable,Disposable,deflated-value,Deflated value
15035,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,median,Median,gross,Gross,undeflated-value,Undeflated value
32463,2001-02,2001-02,K02000001,United Kingdom,4th,4th,mean,Mean,final,Final,deflated-value,Deflated value
34187,2001-02,2001-02,K02000001,United Kingdom,4th,4th,mean,Mean,disposable,Disposable,deflated-value,Deflated value
57218,2001-02,2001-02,K02000001,United Kingdom,5th,5th,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
53303,2001-02,2001-02,K02000001,United Kingdom,5th,5th,median,Median,disposable,Disposable,deflated-value,Deflated value
12814,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,median,Median,disposable,Disposable,undeflated-value,Undeflated value
34249,2001-02,2001-02,K02000001,United Kingdom,4th,4th,median,Median,disposable,Disposable,deflated-value,Deflated value
32605,2001-02,2001-02,K02000001,United Kingdom,4th,4th,median,Median,final,Final,deflated-value,Deflated value
43362,2001-02,2001-02,K02000001,United Kingdom,4th,4th,median,Median,gross,Gross,deflated-value,Deflated value
25217,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,mean,Mean,final,Final,deflated-value,Deflated value
24191,2001-02,2001-02,K02000001,United Kingdom,4th,4th,median,Median,disposable,Disposable,undeflated-value,Undeflated value
11047,2001-02,2001-02,K02000001,United Kingdom,1st,1st,mean,Mean,disposable,Disposable,deflated-value,Deflated value
7278,2001-02,2001-02,K02000001,United Kingdom,1st,1st,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
14037,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,median,Median,post-tax,Post-tax,deflated-value,Deflated value
11618,2001-02,2001-02,K02000001,United Kingdom,1st,1st,median,Median,disposable,Disposable,deflated-value,Deflated value
12626,2001-02,2001-02,K02000001,United Kingdom,1st,1st,mean,Mean,gross,Gross,deflated-value,Deflated value
13989,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
20261,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,median,Median,original,Original,undeflated-value,Undeflated value
30615,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,mean,Mean,gross,Gross,deflated-value,Deflated value
15707,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,median,Median,original,Original,deflated-value,Deflated value
90860,2001-02,2001-02,K02000001,United Kingdom,5th,5th,mean,Mean,gross,Gross,deflated-value,Deflated value
69578,2001-02,2001-02,K02000001,United Kingdom,5th,5th,median,Median,gross,Gross,deflated-value,Deflated value
18137,2001-02,2001-02,K02000001,United Kingdom,all,All,median,Median,final,Final,undeflated-value,Undeflated value
13851,2001-02,2001-02,K02000001,United Kingdom,all,All,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
4014,2001-02,2001-02,K02000001,United Kingdom,1st,1st,median,Median,original,Original,deflated-value,Deflated value
8100,2001-02,2001-02,K02000001,United Kingdom,1st,1st,median,Median,post-tax,Post-tax,deflated-value,Deflated value
27636,2001-02,2001-02,K02000001,United Kingdom,all,All,median,Median,original,Original,deflated-value,Deflated value
10439,2001-02,2001-02,K02000001,United Kingdom,1st,1st,mean,Mean,final,Final,undeflated-value,Undeflated value
10899,2001-02,2001-02,K02000001,United Kingdom,1st,1st,median,Median,final,Final,undeflated-value,Undeflated value
19688,2001-02,2001-02,K02000001,United Kingdom,4th,4th,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
43137,2001-02,2001-02,K02000001,United Kingdom,5th,5th,mean,Mean,final,Final,undeflated-value,Undeflated value
5897,2001-02,2001-02,K02000001,United Kingdom,1st,1st,mean,Mean,original,Original,deflated-value,Deflated value
2835,2001-02,2001-02,K02000001,United Kingdom,1st,1st,median,Median,original,Original,undeflated-value,Undeflated value
29434,2001-02,2001-02,K02000001,United Kingdom,4th,4th,median,Median,original,Original,undeflated-value,Undeflated value
17760,2001-02,2001-02,K02000001,United Kingdom,all,All,median,Median,disposable,Disposable,undeflated-value,Undeflated value
19509,2001-02,2001-02,K02000001,United Kingdom,4th,4th,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
11094,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,median,Median,original,Original,undeflated-value,Undeflated value
28694,2001-02,2001-02,K02000001,United Kingdom,4th,4th,mean,Mean,original,Original,undeflated-value,Undeflated value
61072,2001-02,2001-02,K02000001,United Kingdom,5th,5th,mean,Mean,final,Final,deflated-value,Deflated value
49204,2001-02,2001-02,K02000001,United Kingdom,5th,5th,median,Median,final,Final,deflated-value,Deflated value
63134,2001-02,2001-02,K02000001,United Kingdom,5th,5th,mean,Mean,original,Original,undeflated-value,Undeflated value
24826,2001-02,2001-02,K02000001,United Kingdom,all,All,mean,Mean,original,Original,undeflated-value,Undeflated value
17766,2001-02,2001-02,K02000001,United Kingdom,all,All,mean,Mean,post-tax,Post-tax,undeflated-value,Undeflated value
20649,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,mean,Mean,final,Final,deflated-value,Deflated value
41673,2001-02,2001-02,K02000001,United Kingdom,4th,4th,median,Median,original,Original,deflated-value,Deflated value
21624,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,mean,Mean,gross,Gross,undeflated-value,Undeflated value
12856,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
9915,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
14484,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,median,Median,final,Final,undeflated-value,Undeflated value
17812,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,mean,Mean,final,Final,undeflated-value,Undeflated value
46754,2001-02,2001-02,K02000001,United Kingdom,5th,5th,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
21287,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,median,Median,gross,Gross,deflated-value,Deflated value
25009,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,mean,Mean,disposable,Disposable,deflated-value,Deflated value
25669,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,mean,Mean,original,Original,deflated-value,Deflated value
28685,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,median,Median,original,Original,deflated-value,Deflated value
35149,2001-02,2001-02,K02000001,United Kingdom,all,All,mean,Mean,original,Original,deflated-value,Deflated value
19610,2001-02,2001-02,K02000001,United Kingdom,all,All,median,Median,post-tax,Post-tax,deflated-value,Deflated value
7803,2001-02,2001-02,K02000001,United Kingdom,1st,1st,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
15029,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,mean,Mean,gross,Gross,undeflated-value,Undeflated value
10008,2001-02,2001-02,K02000001,United Kingdom,2nd,2nd,mean,Mean,original,Original,undeflated-value,Undeflated value
24147,2001-02,2001-02,K02000001,United Kingdom,4th,4th,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
22929,2001-02,2001-02,K02000001,United Kingdom,4th,4th,mean,Mean,final,Final,undeflated-value,Undeflated value
4165,2001-02,2001-02,K02000001,United Kingdom,1st,1st,mean,Mean,original,Original,undeflated-value,Undeflated value
30627,2001-02,2001-02,K02000001,United Kingdom,4th,4th,median,Median,gross,Gross,undeflated-value,Undeflated value
64176,2001-02,2001-02,K02000001,United Kingdom,5th,5th,mean,Mean,gross,Gross,undeflated-value,Undeflated value
18131,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,mean,Mean,original,Original,undeflated-value,Undeflated value
17760,2001-02,2001-02,K02000001,United Kingdom,3rd,3rd,median,Median,final,Final,undeflated-value,Undeflated value
17028,1977,1977,K02000001,United Kingdom,4th,4th,mean,Mean,disposable,Disposable,deflated-value,Deflated value
16543,1977,1977,K02000001,United Kingdom,4th,4th,mean,Mean,final,Final,deflated-value,Deflated value
2741,1977,1977,K02000001,United Kingdom,2nd,2nd,mean,Mean,gross,Gross,undeflated-value,Undeflated value
3357,1977,1977,K02000001,United Kingdom,4th,4th,median,Median,final,Final,undeflated-value,Undeflated value
5341,1977,1977,K02000001,United Kingdom,5th,5th,mean,Mean,disposable,Disposable,undeflated-value,Undeflated value
8603,1977,1977,K02000001,United Kingdom,1st,1st,median,Median,gross,Gross,deflated-value,Deflated value
22415,1977,1977,K02000001,United Kingdom,4th,4th,mean,Mean,gross,Gross,deflated-value,Deflated value
34482,1977,1977,K02000001,United Kingdom,5th,5th,mean,Mean,gross,Gross,deflated-value,Deflated value
22339,1977,1977,K02000001,United Kingdom,4th,4th,median,Median,gross,Gross,deflated-value,Deflated value
13634,1977,1977,K02000001,United Kingdom,4th,4th,mean,Mean,post-tax,Post-tax,deflated-value,Deflated value
24084,1977,1977,K02000001,United Kingdom,5th,5th,mean,Mean,final,Final,deflated-value,Deflated value
6830,1977,1977,K02000001,United Kingdom,5th,5th,mean,Mean,original,Original,undeflated-value,Undeflated value
3975,1977,1977,K02000001,United Kingdom,5th,5th,median,Median,post-tax,Post-tax,undeflated-value,Undeflated value
